=========================Vanilla++ Admin Tools Session Logs=========================
Logs Started: 2022-9-7_23-6-6
====================================================================================
23:6:6 | [PermissionManager] Perm (DeleteObjectAtCrosshair) has been registered!
23:6:6 | [PermissionManager] Perm (PermissionsEditor:DeleteUserGroup) has been registered!
23:6:6 | [PermissionManager] Perm (PermissionsEditor:ChangePermLevel) has been registered!
23:6:6 | [PermissionManager] Perm (MenuPlayerManager) has been registered!
23:6:6 | [PermissionManager] Perm (PlayerManager:GiveGodmode) has been registered!
23:6:6 | [PermissionManager] Perm (PlayerManager:BanPlayer) has been registered!
23:6:6 | [PermissionManager] Perm (PlayerManager:KickPlayer) has been registered!
23:6:6 | [PermissionManager] Perm (PlayerManager:HealPlayers) has been registered!
23:6:6 | [PermissionManager] Perm (PlayerManager:SetPlayerStats) has been registered!
23:6:6 | [PermissionManager] Perm (PlayerManager:KillPlayers) has been registered!
23:6:6 | [PermissionManager] Perm (PlayerManager:GodMode) has been registered!
23:6:6 | [PermissionManager] Perm (PlayerManager:SpectatePlayer) has been registered!
23:6:6 | [PermissionManager] Perm (PlayerManager:TeleportToPlayer) has been registered!
23:6:6 | [PermissionManager] Perm (PlayerManager:TeleportPlayerTo) has been registered!
23:6:6 | [PermissionManager] Perm (PlayerManager:SetPlayerInvisible) has been registered!
23:6:6 | [PermissionManager] Perm (PlayerManager:SendMessage) has been registered!
23:6:6 | [PermissionManager] Perm (PlayerManager:GiveUnlimitedAmmo) has been registered!
23:6:6 | [PermissionManager] Perm (PlayerManager:MakePlayerVomit) has been registered!
23:6:6 | [PermissionManager] Perm (PlayerManager:FreezePlayers) has been registered!
23:6:6 | [PermissionManager] Perm (PlayerManager:ChangeScale) has been registered!
23:6:6 | [PermissionManager] Perm (MenuBansManager) has been registered!
23:6:6 | [PermissionManager] Perm (BansManager:UnbanPlayer) has been registered!
23:6:6 | [PermissionManager] Perm (BansManager:UpdateBanDuration) has been registered!
23:6:6 | [PermissionManager] Perm (BansManager:UpdateBanReason) has been registered!
23:6:6 | [PermissionManager] Perm (MenuWebHooks) has been registered!
23:6:6 | [PermissionManager] Perm (MenuWebHooks:Create) has been registered!
23:6:6 | [PermissionManager] Perm (MenuWebHooks:Edit) has been registered!
23:6:6 | [PermissionManager] Perm (MenuWebHooks:Delete) has been registered!
23:6:6 | [PermissionManager] Perm (MenuTeleportManager) has been registered!
23:6:6 | [PermissionManager] Perm (TeleportManager:ViewPlayerPositions) has been registered!
23:6:6 | [PermissionManager] Perm (TeleportManager:TPPlayers) has been registered!
23:6:6 | [PermissionManager] Perm (TeleportManager:TPSelf) has been registered!
23:6:6 | [PermissionManager] Perm (TeleportManager:DeletePreset) has been registered!
23:6:6 | [PermissionManager] Perm (TeleportManager:AddNewPreset) has been registered!
23:6:6 | [PermissionManager] Perm (TeleportManager:EditPreset) has been registered!
23:6:6 | [PermissionManager] Perm (TeleportManager:TeleportEntity) has been registered!
23:6:6 | [PermissionManager] Perm (EspToolsMenu) has been registered!
23:6:6 | [PermissionManager] Perm (EspToolsMenu:DeleteObjects) has been registered!
23:6:6 | [PermissionManager] Perm (EspToolsMenu:PlayerESP) has been registered!
23:6:6 | [PermissionManager] Perm (EspToolsMenu:RestPasscodeFence) has been registered!
23:6:6 | [PermissionManager] Perm (EspToolsMenu:RetriveCodeFromObj) has been registered!
23:6:6 | [PermissionManager] Perm (EspToolsMenu:PlayerMeshEsp) has been registered!
23:6:6 | [PermissionManager] Perm (EspToolsMenu:InstantBaseBuild) has been registered!
23:6:6 | [PermissionManager] Perm (MenuXMLEditor) has been registered!
23:6:6 | [PermissionManager] Perm (MenuCommandsConsole) has been registered!
23:6:6 | [PermissionManager] Perm (Chat:StripPlayer) has been registered!
23:6:6 | [PermissionManager] Perm (Chat:KillPlayer) has been registered!
23:6:6 | [PermissionManager] Perm (Chat:HealPlayer) has been registered!
23:6:6 | [PermissionManager] Perm (Chat:BringPlayer) has been registered!
23:6:6 | [PermissionManager] Perm (Chat:ReturnPlayer) has been registered!
23:6:6 | [PermissionManager] Perm (Chat:GotoPlayer) has been registered!
23:6:6 | [PermissionManager] Perm (Chat:UnbanPlayer) has been registered!
23:6:6 | [PermissionManager] Perm (Chat:TeleportToTown) has been registered!
23:6:6 | [PermissionManager] Perm (Chat:TeleportToPoint) has been registered!
23:6:6 | [PermissionManager] Perm (Chat:GiveAmmo) has been registered!
23:6:6 | [PermissionManager] Perm (Chat:SpawnInventory) has been registered!
23:6:6 | [PermissionManager] Perm (Chat:SpawnOnGround) has been registered!
23:6:6 | [PermissionManager] Perm (Chat:SpawnInHands) has been registered!
23:6:6 | [PermissionManager] Perm (Chat:SpawnCar) has been registered!
23:6:6 | [PermissionManager] Perm (Chat:refuelCar) has been registered!
23:6:6 | Building Sets Loaded: 0
23:6:6 | [BansManager]:: Load(): Loading ban list Json File $profile:VPPAdminTools/BanList.json
23:6:6 | [WeatherManager] Loading Json File $profile:VPPAdminTools/ConfigurablePlugins/WeatherManager/WeatherSettingsPresets.json
23:6:6 | [SteamAPIManager] ERROR No steam API key configured, and or key is invalid.
23:6:6 | [PermissionManager] Adding Super Admin (76561198966041256)
23:6:6 | [PermissionManager] Adding Super Admin (76561198339876709)
23:6:6 | [PermissionManager] Adding Super Admin (76561199061045416)
23:6:6 | [PermissionManager] Loaded UserGroups.json
23:6:6 | [TimeManager] Loading Json File $profile:VPPAdminTools/ConfigurablePlugins/TimeManager/TimeSettingsPresets.json
23:33:44 | Player "[OST] Teppo" (steamId=76561198876649341) connected to server!
23:34:49 | Player "[OST] Teppo" (steamId=76561198876649341) connected to server!
23:47:19 | Player "[U.S.A] Alexa " (steamId=76561198105615546) connected to server!
23:47:32 | Player "[U.S.A] Alexa " (steamId=76561198105615546) connected to server!
23:48:34 | Player "[u.s.a.] eder" (steamId=76561199231380369) connected to server!
23:48:53 | Player "[u.s.a.] eder" (steamId=76561199231380369) connected to server!
0:9:35 | Player "[U.S.A] SOBRAL " (steamId=76561199147153525) connected to server!
0:9:57 | Player "[U.S.A] SOBRAL " (steamId=76561199147153525) connected to server!
0:11:49 | Player "[U.S.A] Alexa " (steamId=76561198105615546) disconnected from server.
0:11:50 | Player "[U.S.A] Alexa " (steamId=76561198105615546) disconnected from server.
0:16:41 | Player "cauamv" (steamId=76561198339876709) connected to server!
0:17:53 | Player "cauamv" (steamId=76561198339876709) connected to server!
0:19:45 | [WeatherManager] Send Data Count is 1
0:21:57 | "cauamv" (steamid=76561198339876709) toggled godmode
0:21:59 | "cauamv" (steamid=76561198339876709) toggled godmode
0:21:59 | "cauamv" (steamid=76561198339876709) toggled godmode
0:21:59 | "cauamv" (steamid=76561198339876709) toggled godmode
0:22:3 | "cauamv" (steamid=76561198339876709) toggled godmode
0:22:3 | "cauamv" (steamid=76561198339876709) toggled godmode
0:23:21 | Player "cauamv" (steamId=76561198339876709) disconnected from server.
0:23:23 | Player "cauamv" (steamId=76561198339876709) disconnected from server.
0:25:32 | Player "cauamv" (steamId=76561198339876709) connected to server!
0:26:39 | Player "cauamv" (steamId=76561198339876709) connected to server!
0:30:28 | "76561198339876709" (steamid=76561198339876709) teleported to (pos=<5943.390137, 250.613647, 11208.299805>)
0:30:28 | "cauamv": (steamid=76561198339876709) teleported to (pos=5943.39,0,11208.3)
0:30:51 | "cauamv" (steamid=76561198339876709) teleported to crosshair (pos=<5943.385742, 252.284149, 11208.049805>)
0:30:53 | "cauamv" (steamid=76561198339876709) toggled godmode
0:30:54 | "cauamv" (steamid=76561198339876709) toggled godmode
0:30:56 | "cauamv" (steamid=76561198339876709) toggled godmode
0:31:25 | "cauamv" (steamid=76561198339876709) toggled godmode
0:31:25 | "cauamv" (steamid=76561198339876709) toggled freecam
0:32:9 | "cauamv" (steamid=76561198339876709) /heal used on: "cauamv" (steamid=76561198339876709)
0:32:10 | "cauamv" (steamid=76561198339876709) /heal used on: "cauamv" (steamid=76561198339876709)
0:32:11 | "cauamv" (steamid=76561198339876709) /heal used on: "cauamv" (steamid=76561198339876709)
0:32:12 | "cauamv" (steamid=76561198339876709) teleported to crosshair (pos=<5934.867676, 250.425369, 11205.496094>)
0:32:13 | "cauamv" (steamid=76561198339876709) teleported to crosshair (pos=<5934.867676, 250.425400, 11205.496094>)
0:32:14 | "cauamv" (steamid=76561198339876709) /heal used on: "cauamv" (steamid=76561198339876709)
0:32:15 | "cauamv" (steamid=76561198339876709) teleported to crosshair (pos=<5934.867676, 250.425400, 11205.496094>)
0:32:15 | "cauamv" (steamid=76561198339876709) teleported to crosshair (pos=<5934.828613, 250.427948, 11205.533203>)
0:32:15 | "cauamv" (steamid=76561198339876709) teleported to crosshair (pos=<5934.828613, 250.427917, 11205.533203>)
0:32:15 | "cauamv" (steamid=76561198339876709) teleported to crosshair (pos=<5934.828613, 250.427887, 11205.533203>)
0:32:15 | "cauamv" (steamid=76561198339876709) teleported to crosshair (pos=<5934.828125, 250.427887, 11205.533203>)
0:32:15 | "cauamv" (steamid=76561198339876709) teleported to crosshair (pos=<5934.828125, 250.427887, 11205.533203>)
0:32:16 | "cauamv" (steamid=76561198339876709) teleported to crosshair (pos=<5939.368164, 256.007813, 11204.165039>)
0:32:55 | "76561198339876709" (steamid=76561198339876709) teleported to (pos=<5114.790039, 165.693024, 12712.299805>)
0:32:55 | "cauamv": (steamid=76561198339876709) teleported to (pos=5114.79,0,12712.3)
0:32:57 | "76561198339876709" (steamid=76561198339876709) teleported to (pos=<5134.399902, 165.345032, 12735.599609>)
0:32:57 | "cauamv": (steamid=76561198339876709) teleported to (pos=5134.4,0,12735.6)
0:33:0 | "cauamv" (steamid=76561198339876709) toggled freecam
0:33:4 | "cauamv" (steamid=76561198339876709) toggled freecam
0:33:8 | "cauamv" (steamid=76561198339876709) toggled freecam
0:33:24 | "cauamv" (steamid=76561198339876709) teleported to crosshair (pos=<5133.804688, 164.950760, 12751.951172>)
0:33:25 | "cauamv" (steamid=76561198339876709) teleported to crosshair (pos=<5130.682129, 163.425598, 12765.574219>)
0:33:25 | "cauamv" (steamid=76561198339876709) teleported to crosshair (pos=<5126.049805, 163.309464, 12774.983398>)
0:33:26 | "cauamv" (steamid=76561198339876709) teleported to crosshair (pos=<5119.948730, 162.567642, 12785.234375>)
0:33:27 | "cauamv" (steamid=76561198339876709) teleported to crosshair (pos=<5113.746094, 161.658127, 12796.683594>)
0:33:27 | "cauamv" (steamid=76561198339876709) teleported to crosshair (pos=<5110.190430, 163.031509, 12801.347656>)
0:33:28 | "cauamv" (steamid=76561198339876709) teleported to crosshair (pos=<5104.207520, 163.533035, 12806.161133>)
0:33:36 | "cauamv" (steamid=76561198339876709) teleported to crosshair (pos=<5082.695313, 164.373856, 12829.514648>)
0:33:37 | "cauamv" (steamid=76561198339876709) teleported to crosshair (pos=<5064.881348, 164.617447, 12838.390625>)
0:33:37 | "cauamv" (steamid=76561198339876709) teleported to crosshair (pos=<5046.546387, 164.704346, 12844.634766>)
0:33:38 | "cauamv" (steamid=76561198339876709) teleported to crosshair (pos=<5030.808594, 164.821594, 12849.707031>)
0:33:38 | "cauamv" (steamid=76561198339876709) teleported to crosshair (pos=<5027.420410, 164.887054, 12850.886719>)
0:33:40 | "cauamv" (steamid=76561198339876709) teleported to crosshair (pos=<5032.608887, 165.355469, 12867.527344>)
0:33:41 | "cauamv" (steamid=76561198339876709) teleported to crosshair (pos=<5038.651367, 165.762253, 12880.779297>)
0:33:44 | "cauamv" (steamid=76561198339876709) teleported to crosshair (pos=<5023.441406, 165.510071, 12875.693359>)
0:33:44 | "cauamv" (steamid=76561198339876709) teleported to crosshair (pos=<5010.594238, 165.472626, 12869.805664>)
0:33:44 | "cauamv" (steamid=76561198339876709) teleported to crosshair (pos=<5002.101074, 165.507736, 12866.424805>)
0:33:45 | "cauamv" (steamid=76561198339876709) teleported to crosshair (pos=<4993.388184, 165.490021, 12863.065430>)
0:33:45 | "cauamv" (steamid=76561198339876709) teleported to crosshair (pos=<4984.393555, 165.444214, 12862.527344>)
0:33:46 | "cauamv" (steamid=76561198339876709) teleported to crosshair (pos=<4975.121582, 165.464478, 12862.792969>)
0:33:47 | "cauamv" (steamid=76561198339876709) teleported to crosshair (pos=<4965.969727, 165.713150, 12863.775391>)
0:33:47 | "cauamv" (steamid=76561198339876709) teleported to crosshair (pos=<4956.277344, 165.874435, 12868.257813>)
0:33:48 | "cauamv" (steamid=76561198339876709) teleported to crosshair (pos=<4948.906738, 165.963669, 12874.366211>)
0:33:49 | "cauamv" (steamid=76561198339876709) teleported to crosshair (pos=<4941.282715, 166.120499, 12881.576172>)
0:33:51 | "cauamv" (steamid=76561198339876709) teleported to crosshair (pos=<4961.713379, 175.065521, 12932.784180>)
0:33:55 | "cauamv" (steamid=76561198339876709) teleported to crosshair (pos=<4904.910645, 181.056534, 13027.561523>)
0:34:42 | "cauamv" (steamid=76561198339876709) toggled godmode
0:34:45 | "cauamv" (steamid=76561198339876709) toggled godmode
0:34:48 | "cauamv" (steamid=76561198339876709) toggled freecam
0:34:48 | "cauamv" (steamid=76561198339876709) toggled freecam
0:34:57 | "cauamv" (steamid=76561198339876709) teleported to crosshair (pos=<4900.089355, 180.467514, 13041.506836>)
0:35:6 | "cauamv" (steamid=76561198339876709) teleported to crosshair (pos=<4901.597656, 183.441254, 13034.882813>)
0:35:6 | "cauamv" (steamid=76561198339876709) teleported to crosshair (pos=<4908.180176, 180.164032, 13028.022461>)
0:35:8 | "cauamv" (steamid=76561198339876709) /heal used on: "cauamv" (steamid=76561198339876709)
0:36:17 | Player "cauamv" (steamId=76561198339876709) disconnected from server.
0:36:19 | Player "cauamv" (steamId=76561198339876709) disconnected from server.
0:39:47 | Player "cauamv" (steamId=76561198339876709) connected to server!
0:41:43 | Player "cauamv" (steamId=76561198339876709) connected to server!
0:42:37 | "cauamv" (steamid=76561198339876709) toggled freecam
0:42:38 | "cauamv" (steamid=76561198339876709) toggled freecam
0:42:42 | "cauamv" (steamid=76561198339876709) toggled godmode
0:42:43 | "cauamv" (steamid=76561198339876709) toggled godmode
0:43:28 | "cauamv" (steamid=76561198339876709) teleported to crosshair (pos=<4929.781738, 172.289932, 13034.999023>)
0:43:29 | "cauamv" (steamid=76561198339876709) /heal used on: "cauamv" (steamid=76561198339876709)
0:43:31 | "cauamv" (steamid=76561198339876709) /heal used on: "cauamv" (steamid=76561198339876709)
0:44:0 | "cauamv" (steamid=76561198339876709) teleported to crosshair (pos=<4944.274414, 171.619003, 13016.792969>)
0:44:25 | "cauamv" (steamid=76561198339876709) teleported to crosshair (pos=<4948.160645, 171.302368, 13003.724609>)
0:45:29 | "cauamv" (steamid=76561198339876709) teleported to crosshair (pos=<4926.671875, 170.075394, 12948.986328>)
0:45:29 | "cauamv" (steamid=76561198339876709) teleported to crosshair (pos=<4916.218262, 169.540649, 12948.805664>)
0:45:29 | "cauamv" (steamid=76561198339876709) teleported to crosshair (pos=<4907.967773, 169.712875, 12948.475586>)
0:45:29 | "cauamv" (steamid=76561198339876709) teleported to crosshair (pos=<4900.774902, 169.848297, 12946.956055>)
0:45:30 | "cauamv" (steamid=76561198339876709) teleported to crosshair (pos=<4900.788574, 169.803909, 12945.076172>)
0:45:30 | "cauamv" (steamid=76561198339876709) teleported to crosshair (pos=<4893.126465, 169.172195, 12936.452148>)
0:45:30 | "cauamv" (steamid=76561198339876709) teleported to crosshair (pos=<4883.230469, 167.796463, 12923.995117>)
0:45:30 | "cauamv" (steamid=76561198339876709) teleported to crosshair (pos=<4877.466797, 167.905014, 12916.378906>)
0:45:30 | "cauamv" (steamid=76561198339876709) teleported to crosshair (pos=<4839.085449, 168.277084, 12857.466797>)
0:45:30 | "cauamv" (steamid=76561198339876709) teleported to crosshair (pos=<4799.317383, 172.372726, 12804.059570>)
0:45:31 | "cauamv" (steamid=76561198339876709) teleported to crosshair (pos=<4759.795410, 176.623901, 12752.124023>)
0:45:31 | "cauamv" (steamid=76561198339876709) teleported to crosshair (pos=<4735.729980, 179.893997, 12721.352539>)
0:45:31 | "cauamv" (steamid=76561198339876709) teleported to crosshair (pos=<4720.912598, 182.562271, 12703.483398>)
0:45:31 | "cauamv" (steamid=76561198339876709) teleported to crosshair (pos=<4705.457520, 185.320557, 12685.661133>)
0:45:32 | "cauamv" (steamid=76561198339876709) teleported to crosshair (pos=<4683.730957, 188.252289, 12661.631836>)
0:45:32 | "cauamv" (steamid=76561198339876709) teleported to crosshair (pos=<4667.218750, 190.761826, 12643.913086>)
0:45:32 | "cauamv" (steamid=76561198339876709) teleported to crosshair (pos=<4653.986816, 193.128677, 12629.819336>)
0:45:32 | "cauamv" (steamid=76561198339876709) teleported to crosshair (pos=<4640.298340, 195.507248, 12615.224609>)
0:45:33 | "cauamv" (steamid=76561198339876709) teleported to crosshair (pos=<4623.257324, 198.004913, 12596.946289>)
0:45:33 | "cauamv" (steamid=76561198339876709) teleported to crosshair (pos=<4621.924316, 198.177368, 12595.484375>)
0:45:33 | "cauamv" (steamid=76561198339876709) teleported to crosshair (pos=<4614.408691, 199.119675, 12587.387695>)
0:45:33 | "cauamv" (steamid=76561198339876709) teleported to crosshair (pos=<4603.840332, 201.401154, 12576.224609>)
0:45:34 | "cauamv" (steamid=76561198339876709) teleported to crosshair (pos=<4598.490234, 203.614182, 12570.794922>)
0:45:34 | "cauamv" (steamid=76561198339876709) teleported to crosshair (pos=<4561.488281, 208.448593, 12531.125000>)
0:46:1 | [WeatherManager] Send Data Count is 1
0:47:16 | Player "cauamv" (steamId=76561198339876709) disconnected from server.
0:47:18 | Player "cauamv" (steamId=76561198339876709) disconnected from server.
0:49:25 | Player "cauamv" (steamId=76561198339876709) connected to server!
0:49:33 | Player "cauamv" (steamId=76561198339876709) connected to server!
0:49:53 | Player "cauamv" (steamId=76561198339876709) disconnected from server.
0:49:55 | Player "cauamv" (steamId=76561198339876709) disconnected from server.
0:56:32 | Player "Survivor" (steamId=76561198339876709) connected to server!
0:57:20 | Player "[U.S.A] Alexa " (steamId=76561198105615546) connected to server!
0:57:26 | Player "[U.S.A] Alexa " (steamId=76561198105615546) connected to server!
0:57:42 | Player "Survivor" (steamId=76561198339876709) connected to server!
0:59:5 | Player "[U.S.A] SOBRAL " (steamId=76561199147153525) disconnected from server.
1:0:16 | "Survivor" (steamid=76561198339876709) gave unlimited ammo to (steamid=76561198339876709)
1:0:18 | "Survivor" (steamid=76561198339876709) gave godmode to (steamid=76561198339876709)
1:0:29 | "Survivor" (steamid=76561198339876709) Froze player controls (steamid=76561198339876709)
1:0:30 | "Survivor" (steamid=76561198339876709) healed player (steamid=76561198339876709)
1:0:37 | "Survivor" (steamid=76561198339876709) just updated a health stat on (steamid=76561198339876709)
1:0:47 | "Survivor" (steamid=76561198339876709) just updated a health stat on (steamid=76561198339876709)
1:0:58 | Player "[U.S.A] SOBRAL " (steamId=76561199147153525) connected to server!
1:0:59 | "Survivor" (steamid=76561198339876709) toggled freecam
1:1:0 | "Survivor" (steamid=76561198339876709) toggled freecam
1:1:5 | "Survivor" (steamid=76561198339876709) teleported to crosshair (pos=<4556.610840, 206.792313, 12540.233398>)
1:1:6 | "Survivor" (steamid=76561198339876709) teleported to crosshair (pos=<4554.181641, 205.378632, 12548.047852>)
1:1:6 | "Survivor" (steamid=76561198339876709) teleported to crosshair (pos=<4553.179688, 205.614944, 12551.801758>)
1:1:6 | "Survivor" (steamid=76561198339876709) teleported to crosshair (pos=<4552.125488, 205.790619, 12555.704102>)
1:1:7 | Player "[U.S.A] SOBRAL " (steamId=76561199147153525) connected to server!
1:1:8 | "Survivor" (steamid=76561198339876709) toggled freecam
1:1:9 | "Survivor" (steamid=76561198339876709) toggled freecam
1:1:11 | "Survivor" (steamid=76561198339876709) teleported to crosshair (pos=<4902.175781, 210.362915, 13809.211914>)
1:1:15 | "Survivor" (steamid=76561198339876709) toggled freecam
1:1:15 | "Survivor" (steamid=76561198339876709) toggled freecam
1:1:18 | "Survivor" (steamid=76561198339876709) teleported to crosshair (pos=<5696.136230, 856.656677, 13414.684570>)
1:1:26 | "Survivor" (steamid=76561198339876709) toggled freecam
1:1:27 | "Survivor" (steamid=76561198339876709) toggled freecam
1:1:44 | "Survivor" (steamid=76561198339876709) toggled godmode
1:1:59 | "Survivor" (steamid=76561198339876709) gave unlimited ammo to (steamid=76561198339876709)
1:2:0 | "Survivor" (steamid=76561198339876709) gave godmode to (steamid=76561198339876709)
1:2:3 | "Survivor" (steamid=76561198339876709) just updated a health stat on (steamid=76561198339876709)
1:2:5 | "Survivor" (steamid=76561198339876709) Froze player controls (steamid=76561198339876709)
1:2:6 | "Survivor" (steamid=76561198339876709) healed player (steamid=76561198339876709)
1:2:8 | "Survivor" (steamid=76561198339876709) just updated a health stat on (steamid=76561198339876709)
1:2:15 | "Survivor" (steamid=76561198339876709) just updated a health stat on (steamid=76561198339876709)
1:2:15 | "Survivor" (steamid=76561198339876709) just updated a health stat on (steamid=76561198339876709)
1:2:17 | "Survivor" (steamid=76561198339876709) gave godmode to (steamid=76561198339876709)
1:2:18 | "Survivor" (steamid=76561198339876709) gave unlimited ammo to (steamid=76561198339876709)
1:2:19 | "Survivor" (steamid=76561198339876709) just updated a health stat on (steamid=76561198339876709)
1:4:1 | "Survivor" (steamid=76561198339876709) teleported to crosshair (pos=<14265.655273, 4.414947, 13031.497070>)
1:4:1 | "Survivor" (steamid=76561198339876709) teleported to crosshair (pos=<14266.758789, 4.739992, 13022.718750>)
1:4:2 | "Survivor" (steamid=76561198339876709) teleported to crosshair (pos=<14266.771484, 4.740000, 13014.332031>)
1:4:2 | "Survivor" (steamid=76561198339876709) teleported to crosshair (pos=<14266.517578, 4.740001, 13006.456055>)
1:4:2 | "Survivor" (steamid=76561198339876709) teleported to crosshair (pos=<14266.592773, 4.739998, 12999.188477>)
1:4:2 | "Survivor" (steamid=76561198339876709) teleported to crosshair (pos=<14266.455078, 4.740000, 12991.683594>)
1:4:3 | "Survivor" (steamid=76561198339876709) teleported to crosshair (pos=<14266.125977, 6.625809, 12989.699219>)
1:4:3 | "Survivor" (steamid=76561198339876709) teleported to crosshair (pos=<14263.998047, 4.738667, 12977.568359>)
1:4:3 | "Survivor" (steamid=76561198339876709) teleported to crosshair (pos=<14262.955078, 4.737276, 12972.130859>)
1:4:3 | "Survivor" (steamid=76561198339876709) teleported to crosshair (pos=<14261.666016, 4.735555, 12967.116211>)
1:4:4 | "Survivor" (steamid=76561198339876709) teleported to crosshair (pos=<14260.264648, 4.733685, 12961.612305>)
1:4:4 | "Survivor" (steamid=76561198339876709) teleported to crosshair (pos=<14258.952148, 4.731937, 12955.860352>)
1:4:4 | "Survivor" (steamid=76561198339876709) teleported to crosshair (pos=<14257.923828, 5.748462, 12953.289063>)
1:4:4 | "Survivor" (steamid=76561198339876709) teleported to crosshair (pos=<14257.580078, 7.563881, 12952.270508>)
1:4:4 | "Survivor" (steamid=76561198339876709) teleported to crosshair (pos=<14257.251953, 9.050379, 12951.787109>)
1:4:5 | "Survivor" (steamid=76561198339876709) teleported to crosshair (pos=<14255.955078, 9.509562, 12950.011719>)
1:4:5 | "Survivor" (steamid=76561198339876709) teleported to crosshair (pos=<14255.210938, 10.025625, 12949.021484>)
1:4:5 | "Survivor" (steamid=76561198339876709) teleported to crosshair (pos=<14255.524414, 10.090532, 12948.546875>)
1:4:5 | "Survivor" (steamid=76561198339876709) teleported to crosshair (pos=<14255.091797, 9.609638, 12947.624023>)
1:4:6 | "Survivor" (steamid=76561198339876709) teleported to crosshair (pos=<14253.065430, 4.718307, 12944.894531>)
1:4:6 | "Survivor" (steamid=76561198339876709) teleported to crosshair (pos=<14251.942383, 4.716089, 12944.320313>)
1:4:7 | "Survivor" (steamid=76561198339876709) teleported to crosshair (pos=<14246.191406, 4.671937, 12940.590820>)
1:4:8 | "Survivor" (steamid=76561198339876709) teleported to crosshair (pos=<14240.585938, 4.618784, 12936.224609>)
1:4:8 | "Survivor" (steamid=76561198339876709) teleported to crosshair (pos=<14236.589844, 4.574444, 12934.859375>)
1:4:8 | "Survivor" (steamid=76561198339876709) teleported to crosshair (pos=<14231.598633, 4.505213, 12934.653320>)
1:4:8 | "Survivor" (steamid=76561198339876709) teleported to crosshair (pos=<14227.030273, 4.468710, 12934.912109>)
1:4:9 | "Survivor" (steamid=76561198339876709) teleported to crosshair (pos=<14222.928711, 4.427060, 12935.226563>)
1:4:9 | "Survivor" (steamid=76561198339876709) teleported to crosshair (pos=<14218.621094, 4.418428, 12935.526367>)
1:4:9 | "Survivor" (steamid=76561198339876709) teleported to crosshair (pos=<14210.748047, 4.460731, 12936.270508>)
1:4:9 | "Survivor" (steamid=76561198339876709) teleported to crosshair (pos=<14203.099609, 4.967280, 12937.299805>)
1:4:10 | "Survivor" (steamid=76561198339876709) teleported to crosshair (pos=<14193.139648, 4.757295, 12938.908203>)
1:4:10 | "Survivor" (steamid=76561198339876709) teleported to crosshair (pos=<14179.857422, 5.573772, 12941.806641>)
1:4:11 | "Survivor" (steamid=76561198339876709) teleported to crosshair (pos=<14174.152344, 5.516973, 12952.298828>)
