=========================Vanilla++ Admin Tools Session Logs=========================
Logs Started: 2022-9-13_18-8-3
====================================================================================
18:8:3 | [PermissionManager] Perm (DeleteObjectAtCrosshair) has been registered!
18:8:3 | [PermissionManager] Perm (PlayerManager:SetPlayerInvisible) has been registered!
18:8:3 | [PermissionManager] Perm (PlayerManager:SendMessage) has been registered!
18:8:3 | [PermissionManager] Perm (PlayerManager:GiveUnlimitedAmmo) has been registered!
18:8:3 | [PermissionManager] Perm (PlayerManager:MakePlayerVomit) has been registered!
18:8:3 | [PermissionManager] Perm (PlayerManager:FreezePlayers) has been registered!
18:8:3 | [PermissionManager] Perm (PlayerManager:ChangeScale) has been registered!
18:8:3 | [PermissionManager] Perm (MenuBansManager) has been registered!
18:8:3 | [PermissionManager] Perm (BansManager:UnbanPlayer) has been registered!
18:8:3 | [PermissionManager] Perm (BansManager:UpdateBanDuration) has been registered!
18:8:3 | [PermissionManager] Perm (BansManager:UpdateBanReason) has been registered!
18:8:3 | [PermissionManager] Perm (MenuWebHooks) has been registered!
18:8:3 | [PermissionManager] Perm (MenuWebHooks:Create) has been registered!
18:8:3 | [PermissionManager] Perm (MenuWebHooks:Edit) has been registered!
18:8:3 | [PermissionManager] Perm (MenuWebHooks:Delete) has been registered!
18:8:3 | [PermissionManager] Perm (MenuTeleportManager) has been registered!
18:8:3 | [PermissionManager] Perm (TeleportManager:ViewPlayerPositions) has been registered!
18:8:3 | [PermissionManager] Perm (TeleportManager:TPPlayers) has been registered!
18:8:3 | [PermissionManager] Perm (TeleportManager:TPSelf) has been registered!
18:8:3 | [PermissionManager] Perm (TeleportManager:DeletePreset) has been registered!
18:8:3 | [PermissionManager] Perm (TeleportManager:AddNewPreset) has been registered!
18:8:3 | [PermissionManager] Perm (TeleportManager:EditPreset) has been registered!
18:8:3 | [PermissionManager] Perm (TeleportManager:TeleportEntity) has been registered!
18:8:3 | [PermissionManager] Perm (EspToolsMenu) has been registered!
18:8:3 | [PermissionManager] Perm (EspToolsMenu:DeleteObjects) has been registered!
18:8:3 | [PermissionManager] Perm (EspToolsMenu:PlayerESP) has been registered!
18:8:3 | [PermissionManager] Perm (EspToolsMenu:RestPasscodeFence) has been registered!
18:8:3 | [PermissionManager] Perm (EspToolsMenu:RetriveCodeFromObj) has been registered!
18:8:3 | [PermissionManager] Perm (EspToolsMenu:PlayerMeshEsp) has been registered!
18:8:3 | [PermissionManager] Perm (EspToolsMenu:InstantBaseBuild) has been registered!
18:8:3 | [PermissionManager] Perm (MenuXMLEditor) has been registered!
18:8:3 | [PermissionManager] Perm (MenuCommandsConsole) has been registered!
18:8:3 | [BansManager]:: Load(): Loading ban list Json File $profile:VPPAdminTools/BanList.json
18:8:3 | [SteamAPIManager] ERROR No steam API key configured, and or key is invalid.
18:8:3 | [WeatherManager] Loading Json File $profile:VPPAdminTools/ConfigurablePlugins/WeatherManager/WeatherSettingsPresets.json
18:8:3 | [PermissionManager] Adding Super Admin (76561198966041256)
18:8:3 | [PermissionManager] Adding Super Admin (76561198339876709)
18:8:3 | [PermissionManager] Adding Super Admin (76561199061045416)
18:8:3 | [PermissionManager] Loaded UserGroups.json
18:8:3 | [PermissionManager] Perm (Chat:StripPlayer) has been registered!
18:8:3 | [PermissionManager] Perm (Chat:KillPlayer) has been registered!
18:8:3 | [PermissionManager] Perm (Chat:HealPlayer) has been registered!
18:8:3 | [PermissionManager] Perm (Chat:BringPlayer) has been registered!
18:8:3 | [PermissionManager] Perm (Chat:ReturnPlayer) has been registered!
18:8:3 | [PermissionManager] Perm (Chat:GotoPlayer) has been registered!
18:8:3 | [PermissionManager] Perm (Chat:UnbanPlayer) has been registered!
18:8:3 | [PermissionManager] Perm (Chat:TeleportToTown) has been registered!
18:8:3 | [PermissionManager] Perm (Chat:TeleportToPoint) has been registered!
18:8:3 | [PermissionManager] Perm (Chat:GiveAmmo) has been registered!
18:8:3 | [PermissionManager] Perm (Chat:SpawnInventory) has been registered!
18:8:3 | [PermissionManager] Perm (Chat:SpawnOnGround) has been registered!
18:8:3 | [PermissionManager] Perm (Chat:SpawnInHands) has been registered!
18:8:3 | [PermissionManager] Perm (Chat:SpawnCar) has been registered!
18:8:3 | [PermissionManager] Perm (Chat:refuelCar) has been registered!
18:8:3 | Building Sets Loaded: 0
18:8:4 | [TimeManager] Loading Json File $profile:VPPAdminTools/ConfigurablePlugins/TimeManager/TimeSettingsPresets.json
18:8:45 | Player "LwShutt" (steamId=76561199378753491) connected to server!
18:8:53 | Player "LwShutt" (steamId=76561199378753491) connected to server!
18:9:9 | Player "AngelParadise" (steamId=76561198199313275) connected to server!
18:9:19 | Player "AngelParadise" (steamId=76561198199313275) connected to server!
20:8:9 | Player "AngelParadise" (steamId=76561198199313275) disconnected from server.
20:8:37 | Player "AngelParadise" (steamId=76561198199313275) connected to server!
20:8:47 | Player "AngelParadise" (steamId=76561198199313275) connected to server!
20:21:54 | Player "AngelParadise" (steamId=76561198199313275) disconnected from server.
20:22:27 | Player "AngelParadise" (steamId=76561198199313275) connected to server!
20:22:38 | Player "AngelParadise" (steamId=76561198199313275) connected to server!
20:38:19 | Player "AngelParadise" (steamId=76561198199313275) disconnected from server.
20:38:22 | Player "AngelParadise" (steamId=76561198199313275) disconnected from server.
20:45:56 | Player "LwShutt" (steamId=76561199378753491) disconnected from server.
20:46:0 | Player "LwShutt" (steamId=76561199378753491) re-connected to server [canceledLogout]
20:46:18 | Player "LwShutt" (steamId=76561199378753491) disconnected from server.
20:46:19 | Player "LwShutt" (steamId=76561199378753491) disconnected from server.
20:52:52 | Player "Survivor" (steamId=76561198979226353) connected to server!
20:53:40 | Player "Survivor" (steamId=76561198979226353) connected to server!
20:56:10 | Player "Survivor" (steamId=76561198979226353) disconnected from server.
21:20:30 | Player "[u.s.a.] eder" (steamId=76561199231380369) connected to server!
21:20:59 | Player "[u.s.a.] eder" (steamId=76561199231380369) connected to server!
21:46:39 | Player "[U.S.A] Teppo" (steamId=76561198876649341) connected to server!
21:47:46 | Player "[U.S.A] Teppo" (steamId=76561198876649341) connected to server!
21:52:53 | Player "[U.S.A] Teppo" (steamId=76561198876649341) disconnected from server.
21:54:44 | Player "[U.S.A] SOBRAL " (steamId=76561199147153525) connected to server!
21:54:59 | Player "[U.S.A] SOBRAL " (steamId=76561199147153525) connected to server!
22:0:24 | Player "[U.S.A] Teppo" (steamId=76561198876649341) connected to server!
22:1:32 | Player "[U.S.A] Teppo" (steamId=76561198876649341) connected to server!
22:9:36 | Player "[U.S.A] SOBRAL " (steamId=76561199147153525) disconnected from server.
22:9:51 | Player "[U.S.A] SOBRAL " (steamId=76561199147153525) disconnected from server.
22:17:31 | Player "[U.S.A] Teppo" (steamId=76561198876649341) disconnected from server.
22:17:32 | Player "[U.S.A] Teppo" (steamId=76561198876649341) disconnected from server.
22:27:47 | Player "[U.S.A] SOBRAL " (steamId=76561199147153525) connected to server!
22:28:2 | Player "[U.S.A] SOBRAL " (steamId=76561199147153525) connected to server!
22:28:59 | Player "[U.S.A] SOBRAL " (steamId=76561199147153525) disconnected from server.
22:29:7 | Player "[U.S.A] SOBRAL " (steamId=76561199147153525) disconnected from server.
22:30:20 | Player "[U.S.A] SOBRAL " (steamId=76561199147153525) connected to server!
22:30:35 | Player "[U.S.A] SOBRAL " (steamId=76561199147153525) connected to server!
22:31:40 | Player "[U.S.A] SOBRAL " (steamId=76561199147153525) disconnected from server.
22:34:37 | Player "Victor" (steamId=76561199204683945) connected to server!
22:46:9 | Player "[U.S.A] SOBRAL " (steamId=76561199147153525) connected to server!
22:46:25 | Player "[U.S.A] SOBRAL " (steamId=76561199147153525) connected to server!
23:10:26 | Player "[u.s.a.] eder" (steamId=76561199231380369) disconnected from server.
23:22:42 | Player "Victor" (steamId=76561199204683945) disconnected from server.
23:22:44 | Player "Victor" (steamId=76561199204683945) disconnected from server.
23:40:51 | Player "NaNoBiTs" (steamId=76561198394225651) connected to server!
0:9:40 | Player "NaNoBiTs" (steamId=76561198394225651) disconnected from server.
0:9:40 | Player "[U.S.A] SOBRAL " (steamId=76561199147153525) disconnected from server.
