=========================Vanilla++ Admin Tools Session Logs=========================
Logs Started: 2022-9-14_12-5-47
====================================================================================
12:5:47 | [PermissionManager] Perm (DeleteObjectAtCrosshair) has been registered!
12:5:47 | [PermissionManager] Perm (PermissionsEditor:ChangePermLevel) has been registered!
12:5:47 | [PermissionManager] Perm (MenuPlayerManager) has been registered!
12:5:47 | [PermissionManager] Perm (PlayerManager:GiveGodmode) has been registered!
12:5:47 | [PermissionManager] Perm (PlayerManager:BanPlayer) has been registered!
12:5:47 | [PermissionManager] Perm (PlayerManager:KickPlayer) has been registered!
12:5:47 | [PermissionManager] Perm (PlayerManager:HealPlayers) has been registered!
12:5:47 | [PermissionManager] Perm (PlayerManager:SetPlayerStats) has been registered!
12:5:47 | [PermissionManager] Perm (PlayerManager:KillPlayers) has been registered!
12:5:47 | [PermissionManager] Perm (PlayerManager:GodMode) has been registered!
12:5:47 | [PermissionManager] Perm (PlayerManager:SpectatePlayer) has been registered!
12:5:47 | [PermissionManager] Perm (PlayerManager:TeleportToPlayer) has been registered!
12:5:47 | [PermissionManager] Perm (PlayerManager:TeleportPlayerTo) has been registered!
12:5:47 | [PermissionManager] Perm (PlayerManager:SetPlayerInvisible) has been registered!
12:5:47 | [PermissionManager] Perm (PlayerManager:SendMessage) has been registered!
12:5:47 | [PermissionManager] Perm (PlayerManager:GiveUnlimitedAmmo) has been registered!
12:5:47 | [PermissionManager] Perm (PlayerManager:MakePlayerVomit) has been registered!
12:5:47 | [PermissionManager] Perm (PlayerManager:FreezePlayers) has been registered!
12:5:47 | [PermissionManager] Perm (PlayerManager:ChangeScale) has been registered!
12:5:47 | [PermissionManager] Perm (MenuBansManager) has been registered!
12:5:47 | [PermissionManager] Perm (BansManager:UnbanPlayer) has been registered!
12:5:47 | [PermissionManager] Perm (BansManager:UpdateBanDuration) has been registered!
12:5:47 | [PermissionManager] Perm (BansManager:UpdateBanReason) has been registered!
12:5:47 | [PermissionManager] Perm (MenuWebHooks) has been registered!
12:5:47 | [PermissionManager] Perm (MenuWebHooks:Create) has been registered!
12:5:47 | [PermissionManager] Perm (MenuWebHooks:Edit) has been registered!
12:5:47 | [PermissionManager] Perm (MenuWebHooks:Delete) has been registered!
12:5:47 | [PermissionManager] Perm (MenuTeleportManager) has been registered!
12:5:47 | [PermissionManager] Perm (TeleportManager:ViewPlayerPositions) has been registered!
12:5:47 | [PermissionManager] Perm (TeleportManager:TPPlayers) has been registered!
12:5:47 | [PermissionManager] Perm (TeleportManager:TPSelf) has been registered!
12:5:47 | [PermissionManager] Perm (TeleportManager:DeletePreset) has been registered!
12:5:47 | [PermissionManager] Perm (TeleportManager:AddNewPreset) has been registered!
12:5:47 | [PermissionManager] Perm (TeleportManager:EditPreset) has been registered!
12:5:47 | [PermissionManager] Perm (TeleportManager:TeleportEntity) has been registered!
12:5:47 | [PermissionManager] Perm (EspToolsMenu) has been registered!
12:5:47 | [PermissionManager] Perm (EspToolsMenu:DeleteObjects) has been registered!
12:5:47 | [PermissionManager] Perm (EspToolsMenu:PlayerESP) has been registered!
12:5:47 | [PermissionManager] Perm (EspToolsMenu:RestPasscodeFence) has been registered!
12:5:47 | [PermissionManager] Perm (EspToolsMenu:RetriveCodeFromObj) has been registered!
12:5:47 | [PermissionManager] Perm (EspToolsMenu:PlayerMeshEsp) has been registered!
12:5:47 | [PermissionManager] Perm (EspToolsMenu:InstantBaseBuild) has been registered!
12:5:47 | [PermissionManager] Perm (MenuXMLEditor) has been registered!
12:5:47 | [PermissionManager] Perm (MenuCommandsConsole) has been registered!
12:5:47 | [PermissionManager] Adding Super Admin (76561198966041256)
12:5:47 | [PermissionManager] Adding Super Admin (76561198339876709)
12:5:47 | [PermissionManager] Adding Super Admin (76561199061045416)
12:5:47 | [PermissionManager] Loaded UserGroups.json
12:5:47 | [BansManager]:: Load(): Loading ban list Json File $profile:VPPAdminTools/BanList.json
12:5:47 | [PermissionManager] Perm (Chat:StripPlayer) has been registered!
12:5:47 | [PermissionManager] Perm (Chat:KillPlayer) has been registered!
12:5:47 | [PermissionManager] Perm (Chat:HealPlayer) has been registered!
12:5:47 | [PermissionManager] Perm (Chat:BringPlayer) has been registered!
12:5:47 | [PermissionManager] Perm (Chat:ReturnPlayer) has been registered!
12:5:47 | [PermissionManager] Perm (Chat:GotoPlayer) has been registered!
12:5:47 | [PermissionManager] Perm (Chat:UnbanPlayer) has been registered!
12:5:47 | [PermissionManager] Perm (Chat:TeleportToTown) has been registered!
12:5:47 | [PermissionManager] Perm (Chat:TeleportToPoint) has been registered!
12:5:47 | [PermissionManager] Perm (Chat:GiveAmmo) has been registered!
12:5:47 | [PermissionManager] Perm (Chat:SpawnInventory) has been registered!
12:5:47 | [PermissionManager] Perm (Chat:SpawnOnGround) has been registered!
12:5:47 | [PermissionManager] Perm (Chat:SpawnInHands) has been registered!
12:5:47 | [PermissionManager] Perm (Chat:SpawnCar) has been registered!
12:5:47 | [PermissionManager] Perm (Chat:refuelCar) has been registered!
12:5:47 | [TimeManager] Loading Json File $profile:VPPAdminTools/ConfigurablePlugins/TimeManager/TimeSettingsPresets.json
12:5:47 | Building Sets Loaded: 0
12:5:47 | [WeatherManager] Loading Json File $profile:VPPAdminTools/ConfigurablePlugins/WeatherManager/WeatherSettingsPresets.json
12:5:47 | [SteamAPIManager] ERROR No steam API key configured, and or key is invalid.
13:26:45 | Player "LwShutt" (steamId=76561199378753491) connected to server!
13:26:58 | Player "LwShutt" (steamId=76561199378753491) connected to server!
13:36:47 | Player "LwShutt" (steamId=76561199378753491) disconnected from server.
13:36:50 | Player "LwShutt" (steamId=76561199378753491) disconnected from server.
16:12:43 | Player "[U.S.A] SOBRAL " (steamId=76561199147153525) connected to server!
16:12:57 | Player "[U.S.A] SOBRAL " (steamId=76561199147153525) connected to server!
17:12:34 | Player "RRannov" (steamId=76561198271104396) connected to server!
18:6:39 | Player "RRannov" (steamId=76561198271104396) disconnected from server.
18:6:39 | Player "[U.S.A] SOBRAL " (steamId=76561199147153525) disconnected from server.
