=========================Vanilla++ Admin Tools Session Logs=========================
Logs Started: 2022-9-29_21-5-53
====================================================================================
21:5:53 | [PermissionManager] Perm (DeleteObjectAtCrosshair) has been registered!
21:5:53 | [PermissionManager] Perm (PlayerManager:SetPlayerStats) has been registered!
21:5:53 | [PermissionManager] Perm (PlayerManager:KillPlayers) has been registered!
21:5:53 | [PermissionManager] Perm (PlayerManager:GodMode) has been registered!
21:5:53 | [PermissionManager] Perm (PlayerManager:SpectatePlayer) has been registered!
21:5:53 | [PermissionManager] Perm (PlayerManager:TeleportToPlayer) has been registered!
21:5:53 | [PermissionManager] Perm (PlayerManager:TeleportPlayerTo) has been registered!
21:5:53 | [PermissionManager] Perm (PlayerManager:SetPlayerInvisible) has been registered!
21:5:53 | [PermissionManager] Perm (PlayerManager:SendMessage) has been registered!
21:5:53 | [PermissionManager] Perm (PlayerManager:GiveUnlimitedAmmo) has been registered!
21:5:53 | [PermissionManager] Perm (PlayerManager:MakePlayerVomit) has been registered!
21:5:53 | [PermissionManager] Perm (PlayerManager:FreezePlayers) has been registered!
21:5:53 | [PermissionManager] Perm (PlayerManager:ChangeScale) has been registered!
21:5:53 | [PermissionManager] Perm (MenuBansManager) has been registered!
21:5:53 | [PermissionManager] Perm (BansManager:UnbanPlayer) has been registered!
21:5:53 | [PermissionManager] Perm (BansManager:UpdateBanDuration) has been registered!
21:5:53 | [PermissionManager] Perm (BansManager:UpdateBanReason) has been registered!
21:5:53 | [PermissionManager] Perm (MenuWebHooks) has been registered!
21:5:53 | [PermissionManager] Perm (MenuWebHooks:Create) has been registered!
21:5:53 | [PermissionManager] Perm (MenuWebHooks:Edit) has been registered!
21:5:53 | [PermissionManager] Perm (MenuWebHooks:Delete) has been registered!
21:5:53 | [PermissionManager] Perm (MenuTeleportManager) has been registered!
21:5:53 | [PermissionManager] Perm (TeleportManager:ViewPlayerPositions) has been registered!
21:5:53 | [PermissionManager] Perm (TeleportManager:TPPlayers) has been registered!
21:5:53 | [PermissionManager] Perm (TeleportManager:TPSelf) has been registered!
21:5:53 | [PermissionManager] Perm (TeleportManager:DeletePreset) has been registered!
21:5:53 | [PermissionManager] Perm (TeleportManager:AddNewPreset) has been registered!
21:5:53 | [PermissionManager] Perm (TeleportManager:EditPreset) has been registered!
21:5:53 | [PermissionManager] Perm (TeleportManager:TeleportEntity) has been registered!
21:5:53 | [PermissionManager] Perm (EspToolsMenu) has been registered!
21:5:53 | [PermissionManager] Perm (EspToolsMenu:DeleteObjects) has been registered!
21:5:53 | [PermissionManager] Perm (EspToolsMenu:PlayerESP) has been registered!
21:5:53 | [PermissionManager] Perm (EspToolsMenu:RestPasscodeFence) has been registered!
21:5:53 | [PermissionManager] Perm (EspToolsMenu:RetriveCodeFromObj) has been registered!
21:5:53 | [PermissionManager] Perm (EspToolsMenu:PlayerMeshEsp) has been registered!
21:5:53 | [PermissionManager] Perm (EspToolsMenu:InstantBaseBuild) has been registered!
21:5:53 | [PermissionManager] Perm (MenuXMLEditor) has been registered!
21:5:53 | [PermissionManager] Perm (MenuCommandsConsole) has been registered!
21:5:53 | [SteamAPIManager] ERROR No steam API key configured, and or key is invalid.
21:5:53 | Building Sets Loaded: 0
21:5:54 | [PermissionManager] Perm (Chat:StripPlayer) has been registered!
21:5:54 | [PermissionManager] Perm (Chat:KillPlayer) has been registered!
21:5:54 | [PermissionManager] Perm (Chat:HealPlayer) has been registered!
21:5:54 | [PermissionManager] Perm (Chat:BringPlayer) has been registered!
21:5:54 | [PermissionManager] Perm (Chat:ReturnPlayer) has been registered!
21:5:54 | [PermissionManager] Perm (Chat:GotoPlayer) has been registered!
21:5:54 | [PermissionManager] Perm (Chat:UnbanPlayer) has been registered!
21:5:54 | [PermissionManager] Perm (Chat:TeleportToTown) has been registered!
21:5:54 | [PermissionManager] Perm (Chat:TeleportToPoint) has been registered!
21:5:54 | [PermissionManager] Perm (Chat:GiveAmmo) has been registered!
21:5:54 | [PermissionManager] Perm (Chat:SpawnInventory) has been registered!
21:5:54 | [PermissionManager] Perm (Chat:SpawnOnGround) has been registered!
21:5:54 | [PermissionManager] Perm (Chat:SpawnInHands) has been registered!
21:5:54 | [PermissionManager] Perm (Chat:SpawnCar) has been registered!
21:5:54 | [PermissionManager] Perm (Chat:refuelCar) has been registered!
21:5:54 | [PermissionManager] Adding Super Admin (76561198966041256)
21:5:54 | [PermissionManager] Adding Super Admin (76561198339876709)
21:5:54 | [PermissionManager] Adding Super Admin (76561199061045416)
21:5:54 | [PermissionManager] Loaded UserGroups.json
21:5:54 | [BansManager]:: Load(): Loading ban list Json File $profile:VPPAdminTools/BanList.json
21:5:54 | [WeatherManager] Loading Json File $profile:VPPAdminTools/ConfigurablePlugins/WeatherManager/WeatherSettingsPresets.json
21:5:54 | [TimeManager] Loading Json File $profile:VPPAdminTools/ConfigurablePlugins/TimeManager/TimeSettingsPresets.json
21:19:12 | Player "AngelParadise" (steamId=76561198199313275) connected to server!
21:19:20 | Player "LwShutt" (steamId=76561199378753491) connected to server!
21:19:20 | Player "AngelParadise" (steamId=76561198199313275) connected to server!
21:19:35 | Player "LwShutt" (steamId=76561199378753491) connected to server!
21:45:54 | Player "AngelParadise" (steamId=76561198199313275) disconnected from server.
21:46:2 | Player "LwShutt" (steamId=76561199378753491) disconnected from server.
21:46:3 | Player "LwShutt" (steamId=76561199378753491) disconnected from server.
21:46:5 | Player "AngelParadise" (steamId=76561198199313275) disconnected from server.
22:44:10 | Player "JOtta" (steamId=76561198205584509) connected to server!
23:5:34 | Player "JOtta" (steamId=76561198205584509) disconnected from server.
23:5:36 | Player "JOtta" (steamId=76561198205584509) disconnected from server.
0:55:59 | Player "LwShutt" (steamId=76561199378753491) connected to server!
0:56:12 | Player "LwShutt" (steamId=76561199378753491) connected to server!
0:58:1 | Player "AngelParadise" (steamId=76561198199313275) connected to server!
0:58:24 | Player "AngelParadise" (steamId=76561198199313275) connected to server!
3:3:15 | Player "LwShutt" (steamId=76561199378753491) disconnected from server.
3:3:15 | Player "AngelParadise" (steamId=76561198199313275) disconnected from server.
