=========================Vanilla++ Admin Tools Session Logs=========================
Logs Started: 2022-9-10_18-7-41
====================================================================================
18:7:41 | [PermissionManager] Perm (DeleteObjectAtCrosshair) has been registered!
22:34:59 | "Survivor" (steamid=76561198339876709) teleported to crosshair (pos=<3712.437256, 401.999969, 5999.607910>)
22:35:0 | "Survivor" (steamid=76561198339876709) teleported to crosshair (pos=<3721.602539, 401.736359, 6004.591309>)
22:35:0 | "Survivor" (steamid=76561198339876709) teleported to crosshair (pos=<3722.914063, 401.332947, 6013.130859>)
22:35:1 | "Survivor" (steamid=76561198339876709) teleported to crosshair (pos=<3719.890381, 400.800171, 6020.437988>)
22:35:8 | "Survivor" (steamid=76561198339876709) teleported to crosshair (pos=<3697.972656, 400.994507, 6035.135254>)
22:35:8 | "Survivor" (steamid=76561198339876709) teleported to crosshair (pos=<3630.750000, 391.963226, 6085.500000>)
22:35:9 | "Survivor" (steamid=76561198339876709) teleported to crosshair (pos=<3619.218750, 383.555115, 6097.683105>)
22:35:12 | Player "Survivor" (steamId=76561198339876709) disconnected from server.
22:35:13 | Player "Survivor" (steamId=76561198339876709) disconnected from server.
22:51:29 | Player "[U.S.A] SOBRAL " (steamId=76561199147153525) disconnected from server.
22:51:35 | Player "[U.S.A] SOBRAL " (steamId=76561199147153525) disconnected from server.
23:7:22 | Player "[U.S.A] SOBRAL " (steamId=76561199147153525) connected to server!
23:7:43 | Player "[U.S.A] SOBRAL " (steamId=76561199147153525) connected to server!
0:9:36 | Player "[U.S.A] SOBRAL " (steamId=76561199147153525) disconnected from server.
