=========================Vanilla++ Admin Tools Session Logs=========================
Logs Started: 2022-9-19_23-6-20
====================================================================================
23:6:20 | [PermissionManager] Perm (DeleteObjectAtCrosshair) has been registered!
23:6:20 | [BansManager]:: Load(): Loading ban list Json File $profile:VPPAdminTools/BanList.json
23:6:20 | [WeatherManager] Loading Json File $profile:VPPAdminTools/ConfigurablePlugins/WeatherManager/WeatherSettingsPresets.json
23:6:20 | [TimeManager] Loading Json File $profile:VPPAdminTools/ConfigurablePlugins/TimeManager/TimeSettingsPresets.json
23:7:0 | Player "AngelParadise" (steamId=76561198199313275) connected to server!
23:7:1 | Player "LwShutt" (steamId=76561199378753491) connected to server!
23:7:8 | Player "AngelParadise" (steamId=76561198199313275) connected to server!
23:7:10 | Player "LwShutt" (steamId=76561199378753491) connected to server!
23:26:53 | Player "[DIU]Lemos" (steamId=76561198929470984) connected to server!
23:31:54 | Player "[DIU]Lemos" (steamId=76561198929470984) disconnected from server.
23:32:3 | Player "[DIU]Lemos" (steamId=76561198929470984) connected to server!
23:36:34 | Player "[DIU]_FabricioPDS" (steamId=76561198354196486) connected to server!
23:59:38 | Player "[DIU]_FabricioPDS" (steamId=76561198354196486) disconnected from server.
23:59:40 | Player "[DIU]_FabricioPDS" (steamId=76561198354196486) disconnected from server.
23:59:59 | Player "[DIU]Lemos" (steamId=76561198929470984) disconnected from server.
0:0:3 | Player "[DIU]Lemos" (steamId=76561198929470984) disconnected from server.
1:20:19 | Player "Narayama" (steamId=76561199094535903) connected to server!
2:28:53 | Player "AngelParadise" (steamId=76561198199313275) disconnected from server.
2:28:57 | Player "AngelParadise" (steamId=76561198199313275) disconnected from server.
2:37:27 | Player "LwShutt" (steamId=76561199378753491) disconnected from server.
2:37:31 | Player "LwShutt" (steamId=76561199378753491) disconnected from server.
6:15:29 | Player "Narayama" (steamId=76561199094535903) disconnected from server.
6:15:34 | Player "Narayama" (steamId=76561199094535903) disconnected from server.
13:28:42 | Player "Survivor" (steamId=76561198389685211) connected to server!
13:50:59 | Player "Survivor" (steamId=76561198389685211) disconnected from server.
14:6:41 | Player "Survivor" (steamId=76561198389685211) connected to server!
14:6:49 | Player "Survivor" (steamId=76561198389685211) connected to server!
14:27:17 | Player "Survivor" (steamId=76561198389685211) disconnected from server.
16:10:19 | Player "Narayama" (steamId=76561199094535903) connected to server!
16:10:47 | Player "Narayama" (steamId=76561199094535903) connected to server!
17:59:2 | Player "Narayama" (steamId=76561199094535903) disconnected from server.
17:59:38 | Player "Narayama" (steamId=76561199094535903) connected to server!
17:59:47 | Player "Narayama" (steamId=76561199094535903) connected to server!
18:3:54 | Player "Narayama" (steamId=76561199094535903) disconnected from server.
18:13:38 | Player "Narayama" (steamId=76561199094535903) connected to server!
18:13:48 | Player "Narayama" (steamId=76561199094535903) connected to server!
19:4:58 | Player "Narayama" (steamId=76561199094535903) disconnected from server.
19:5:1 | Player "Narayama" (steamId=76561199094535903) disconnected from server.
