=========================Vanilla++ Admin Tools Session Logs=========================
Logs Started: 2022-9-6_2-7-30
====================================================================================
2:7:30 | [PermissionManager] Perm (DeleteObjectAtCrosshair) has been registered!
2:7:30 | [PermissionManager] Perm (PlayerManager:BanPlayer) has been registered!
2:7:30 | [PermissionManager] Perm (PlayerManager:KickPlayer) has been registered!
2:7:30 | [PermissionManager] Perm (PlayerManager:HealPlayers) has been registered!
2:7:30 | [PermissionManager] Perm (PlayerManager:SetPlayerStats) has been registered!
2:7:30 | [PermissionManager] Perm (PlayerManager:KillPlayers) has been registered!
2:7:30 | [PermissionManager] Perm (PlayerManager:GodMode) has been registered!
2:7:30 | [PermissionManager] Perm (PlayerManager:SpectatePlayer) has been registered!
2:7:30 | [PermissionManager] Perm (PlayerManager:TeleportToPlayer) has been registered!
2:7:30 | [PermissionManager] Perm (PlayerManager:TeleportPlayerTo) has been registered!
2:7:30 | [PermissionManager] Perm (PlayerManager:SetPlayerInvisible) has been registered!
2:7:30 | [PermissionManager] Perm (PlayerManager:SendMessage) has been registered!
2:7:30 | [PermissionManager] Perm (PlayerManager:GiveUnlimitedAmmo) has been registered!
2:7:30 | [PermissionManager] Perm (PlayerManager:MakePlayerVomit) has been registered!
2:7:30 | [PermissionManager] Perm (PlayerManager:FreezePlayers) has been registered!
2:7:30 | [PermissionManager] Perm (PlayerManager:ChangeScale) has been registered!
2:7:30 | [PermissionManager] Perm (MenuBansManager) has been registered!
2:7:30 | [PermissionManager] Perm (BansManager:UnbanPlayer) has been registered!
2:7:30 | [PermissionManager] Perm (BansManager:UpdateBanDuration) has been registered!
2:7:30 | [PermissionManager] Perm (BansManager:UpdateBanReason) has been registered!
2:7:30 | [PermissionManager] Perm (MenuWebHooks) has been registered!
2:7:30 | [PermissionManager] Perm (MenuWebHooks:Create) has been registered!
2:7:30 | [PermissionManager] Perm (MenuWebHooks:Edit) has been registered!
2:7:30 | [PermissionManager] Perm (MenuWebHooks:Delete) has been registered!
2:7:30 | [PermissionManager] Perm (MenuTeleportManager) has been registered!
2:7:30 | [PermissionManager] Perm (TeleportManager:ViewPlayerPositions) has been registered!
2:7:30 | [PermissionManager] Perm (TeleportManager:TPPlayers) has been registered!
2:7:30 | [PermissionManager] Perm (TeleportManager:TPSelf) has been registered!
2:7:30 | [PermissionManager] Perm (TeleportManager:DeletePreset) has been registered!
2:7:30 | [PermissionManager] Perm (TeleportManager:AddNewPreset) has been registered!
2:7:30 | [PermissionManager] Perm (TeleportManager:EditPreset) has been registered!
2:7:30 | [PermissionManager] Perm (TeleportManager:TeleportEntity) has been registered!
2:7:30 | [PermissionManager] Perm (EspToolsMenu) has been registered!
2:7:30 | [PermissionManager] Perm (EspToolsMenu:DeleteObjects) has been registered!
2:7:30 | [PermissionManager] Perm (EspToolsMenu:PlayerESP) has been registered!
2:7:30 | [PermissionManager] Perm (EspToolsMenu:RestPasscodeFence) has been registered!
2:7:30 | [PermissionManager] Perm (EspToolsMenu:RetriveCodeFromObj) has been registered!
2:7:30 | [PermissionManager] Perm (EspToolsMenu:PlayerMeshEsp) has been registered!
2:7:30 | [PermissionManager] Perm (EspToolsMenu:InstantBaseBuild) has been registered!
2:7:30 | [PermissionManager] Perm (MenuXMLEditor) has been registered!
2:7:30 | [PermissionManager] Perm (MenuCommandsConsole) has been registered!
2:7:30 | [BansManager]:: Load(): Loading ban list Json File $profile:VPPAdminTools/BanList.json
2:7:30 | [WeatherManager] Loading Json File $profile:VPPAdminTools/ConfigurablePlugins/WeatherManager/WeatherSettingsPresets.json
2:7:30 | [SteamAPIManager] ERROR No steam API key configured, and or key is invalid.
2:7:30 | [PermissionManager] Adding Super Admin (76561198966041256)
2:7:30 | [PermissionManager] Adding Super Admin (76561198339876709)
2:7:30 | [PermissionManager] Adding Super Admin (76561199061045416)
2:7:30 | [PermissionManager] Loaded UserGroups.json
2:7:30 | [TimeManager] Loading Json File $profile:VPPAdminTools/ConfigurablePlugins/TimeManager/TimeSettingsPresets.json
2:7:30 | Building Sets Loaded: 0
2:7:31 | [PermissionManager] Perm (Chat:StripPlayer) has been registered!
2:7:31 | [PermissionManager] Perm (Chat:KillPlayer) has been registered!
2:7:31 | [PermissionManager] Perm (Chat:HealPlayer) has been registered!
2:7:31 | [PermissionManager] Perm (Chat:BringPlayer) has been registered!
2:7:31 | [PermissionManager] Perm (Chat:ReturnPlayer) has been registered!
2:7:31 | [PermissionManager] Perm (Chat:GotoPlayer) has been registered!
2:7:31 | [PermissionManager] Perm (Chat:UnbanPlayer) has been registered!
2:7:31 | [PermissionManager] Perm (Chat:TeleportToTown) has been registered!
2:7:31 | [PermissionManager] Perm (Chat:TeleportToPoint) has been registered!
2:7:31 | [PermissionManager] Perm (Chat:GiveAmmo) has been registered!
2:7:31 | [PermissionManager] Perm (Chat:SpawnInventory) has been registered!
2:7:31 | [PermissionManager] Perm (Chat:SpawnOnGround) has been registered!
2:7:31 | [PermissionManager] Perm (Chat:SpawnInHands) has been registered!
2:7:31 | [PermissionManager] Perm (Chat:SpawnCar) has been registered!
2:7:31 | [PermissionManager] Perm (Chat:refuelCar) has been registered!
2:8:22 | Player "Survivor" (steamId=76561198966041256) connected to server!
2:9:32 | Player "Survivor" (steamId=76561198966041256) connected to server!
2:9:44 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4473.291504, 339.000000, 10234.383789>)
2:9:45 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4469.034180, 338.999969, 10242.574219>)
2:9:45 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4469.003906, 338.999969, 10242.628906>)
2:9:45 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4468.973633, 338.999969, 10242.683594>)
2:9:45 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4468.944824, 339.000000, 10242.733398>)
2:9:45 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4468.914551, 338.999969, 10242.789063>)
2:9:45 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4468.884277, 338.999969, 10242.842773>)
2:9:45 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4468.853516, 338.999969, 10242.897461>)
2:9:45 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4468.788574, 339.000000, 10243.019531>)
2:9:45 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4466.905762, 339.000031, 10246.680664>)
2:9:45 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4465.131348, 339.000000, 10250.131836>)
2:9:45 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4465.088379, 339.000000, 10250.208984>)
2:9:45 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4465.043457, 339.000031, 10250.289063>)
2:9:45 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4465.014648, 339.000031, 10250.339844>)
2:9:45 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4464.984375, 339.000000, 10250.394531>)
2:9:45 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4464.950195, 339.000000, 10250.458984>)
2:9:45 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4464.918457, 339.000000, 10250.517578>)
2:9:45 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4463.031250, 338.999969, 10254.185547>)
2:9:45 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4461.215332, 339.000000, 10257.711914>)
2:9:45 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4461.188477, 339.000000, 10257.759766>)
2:9:45 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4461.158203, 339.000000, 10257.815430>)
2:9:45 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4461.135742, 339.000000, 10257.854492>)
2:9:45 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4461.114258, 339.000000, 10257.893555>)
2:9:45 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4460.118164, 339.000000, 10259.826172>)
2:9:45 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4459.158203, 339.000031, 10261.688477>)
2:9:45 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4459.131348, 339.000000, 10261.736328>)
2:9:45 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4459.083496, 339.000031, 10261.825195>)
2:9:45 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4458.159180, 339.000031, 10263.622070>)
2:9:45 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4457.288574, 339.000000, 10265.313477>)
2:9:45 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4456.726563, 339.000000, 10266.399414>)
2:9:45 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4456.247070, 339.000031, 10267.327148>)
2:9:45 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4456.218262, 339.000031, 10267.376953>)
2:9:45 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4456.189453, 339.000000, 10267.428711>)
2:9:45 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4454.831055, 339.000000, 10270.067383>)
2:9:45 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4453.416504, 339.000000, 10272.815430>)
2:9:45 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4453.388184, 339.000000, 10272.866211>)
2:9:45 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4453.359375, 339.000000, 10272.916992>)
2:9:45 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4452.189941, 338.999969, 10275.188477>)
2:9:45 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4451.018555, 339.000000, 10277.462891>)
2:9:45 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4450.991699, 339.000031, 10277.510742>)
2:9:45 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4450.961426, 339.000000, 10277.565430>)
2:9:45 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4450.254395, 339.000000, 10278.933594>)
2:9:45 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4449.488281, 339.000000, 10280.416992>)
2:9:45 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4449.457520, 339.000031, 10280.471680>)
2:9:45 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4449.430664, 339.000000, 10280.519531>)
2:9:45 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4447.966797, 339.000031, 10283.365234>)
2:9:45 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4446.443848, 339.000000, 10286.325195>)
2:9:45 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4446.411621, 339.000000, 10286.382813>)
2:9:45 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4446.384766, 339.000000, 10286.430664>)
2:9:45 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4445.972656, 339.000000, 10287.224609>)
2:9:45 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4445.577148, 338.999969, 10287.987305>)
2:9:45 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4444.097168, 339.000000, 10290.862305>)
2:9:45 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4442.570801, 339.000031, 10293.830078>)
2:9:45 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4442.545410, 339.000000, 10293.874023>)
2:9:45 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4442.514648, 339.000031, 10293.928711>)
2:9:45 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4442.308594, 339.000000, 10294.326172>)
2:9:45 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4442.110840, 339.000000, 10294.707031>)
2:9:45 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4441.183594, 339.000000, 10296.504883>)
2:9:46 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4440.180176, 339.000031, 10298.452148>)
2:9:46 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4439.372559, 339.000000, 10300.016602>)
2:9:46 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4438.643555, 339.000000, 10301.428711>)
2:9:46 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4438.612793, 339.000000, 10301.483398>)
2:9:46 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4438.572266, 339.000000, 10301.557617>)
2:9:46 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4437.961914, 338.999969, 10302.743164>)
2:9:46 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4437.313477, 339.000000, 10304.003906>)
2:9:46 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4436.048340, 339.000000, 10306.459961>)
2:9:46 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4434.830566, 339.000000, 10308.825195>)
2:9:46 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4434.803711, 339.000000, 10308.873047>)
2:9:46 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4434.767090, 339.000000, 10308.939453>)
2:9:46 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4434.430664, 339.000000, 10309.617188>)
2:9:46 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4433.940918, 339.000000, 10310.637695>)
2:9:46 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4433.130859, 339.000031, 10312.433594>)
2:9:46 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4432.181152, 338.999969, 10314.563477>)
2:9:46 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4432.129883, 339.000000, 10314.739258>)
2:9:46 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4432.059082, 339.000000, 10314.963867>)
2:9:46 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4431.436523, 339.000000, 10316.174805>)
2:9:46 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4430.801758, 339.000000, 10317.417969>)
2:9:46 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4430.017090, 339.000000, 10319.095703>)
2:9:46 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4429.212891, 339.000000, 10320.813477>)
2:9:46 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4429.187500, 339.000000, 10320.862305>)
2:9:46 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4429.148438, 339.000000, 10320.940430>)
2:9:46 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4428.633301, 339.000000, 10322.176758>)
2:9:46 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4428.147949, 339.000031, 10323.340820>)
2:9:46 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4427.168945, 339.000000, 10325.324219>)
2:9:46 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4426.104980, 339.000000, 10327.479492>)
2:9:46 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4426.078613, 338.999969, 10327.531250>)
2:9:46 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4426.043945, 339.000000, 10327.599609>)
2:9:46 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4425.655273, 338.999969, 10328.433594>)
2:9:46 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4425.241699, 338.999969, 10329.320313>)
2:9:46 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4424.232422, 339.000000, 10331.555664>)
2:9:46 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4423.260254, 339.000000, 10333.709961>)
2:9:46 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4423.235840, 339.000000, 10333.757813>)
2:9:46 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4423.197266, 339.000031, 10333.833984>)
2:9:46 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4422.652344, 339.000000, 10334.939453>)
2:9:46 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4422.139160, 338.999969, 10335.980469>)
2:9:46 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4420.735352, 339.000000, 10339.064453>)
2:9:46 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4419.383301, 339.000000, 10342.035156>)
2:9:46 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4419.356934, 339.000000, 10342.086914>)
2:9:46 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4419.320313, 339.000000, 10342.160156>)
2:9:46 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4418.793457, 338.999969, 10343.226563>)
2:9:46 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4418.234375, 339.000061, 10344.360352>)
2:9:46 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4416.775879, 339.000000, 10347.571289>)
2:9:46 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4415.532715, 339.000000, 10350.308594>)
2:9:46 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4415.504395, 339.000000, 10350.364258>)
2:9:46 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4415.472656, 339.000000, 10350.426758>)
2:9:46 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4415.189453, 339.000000, 10350.999023>)
2:9:46 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4414.888672, 339.000000, 10351.606445>)
2:9:46 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4413.859863, 339.000000, 10353.822266>)
2:9:46 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4412.891113, 339.000000, 10355.908203>)
2:9:46 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4412.841797, 339.000000, 10356.008789>)
2:9:46 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4412.816895, 339.000000, 10356.057617>)
2:9:46 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4411.860352, 338.999969, 10358.037109>)
2:9:46 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4410.865234, 339.000031, 10360.095703>)
2:9:46 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4409.417480, 338.999969, 10362.725586>)
2:9:46 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4407.960449, 339.000031, 10365.312500>)
2:9:46 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4407.841309, 339.000000, 10365.410156>)
2:9:46 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4407.692383, 339.000000, 10365.545898>)
2:9:47 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4406.958008, 338.999969, 10366.811523>)
2:9:47 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4406.179688, 339.000000, 10368.155273>)
2:9:47 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4404.977051, 338.999969, 10370.388672>)
2:9:47 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4403.736328, 338.999969, 10372.680664>)
2:9:47 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4403.583496, 339.000031, 10372.824219>)
2:9:47 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4403.459473, 338.999969, 10372.949219>)
2:9:47 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4402.479004, 339.000000, 10374.398438>)
2:9:47 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4401.553711, 339.000000, 10375.761719>)
2:9:47 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4399.738281, 339.000000, 10378.617188>)
2:9:47 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4398.391602, 338.999969, 10380.724609>)
2:9:47 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4398.271973, 339.000000, 10380.798828>)
2:9:47 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4398.168457, 339.000000, 10380.871094>)
2:9:47 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4396.420410, 338.999969, 10383.608398>)
2:9:47 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4394.773926, 339.000000, 10386.189453>)
2:9:47 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4394.740723, 339.000000, 10386.242188>)
2:9:47 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4394.645996, 338.999969, 10386.388672>)
2:9:47 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4393.098633, 339.000031, 10388.754883>)
2:9:47 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4391.467285, 338.999969, 10391.249023>)
2:9:47 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4390.466309, 339.000031, 10392.763672>)
2:9:47 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4389.631348, 339.000000, 10394.027344>)
2:9:47 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4388.758301, 339.000031, 10395.391602>)
2:9:47 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4387.917969, 338.999939, 10396.706055>)
2:9:47 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4387.883789, 339.000031, 10396.756836>)
2:9:47 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4387.820313, 339.000061, 10396.853516>)
2:9:47 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4386.198242, 339.000000, 10399.332031>)
2:9:47 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4384.671875, 339.000000, 10401.664063>)
2:9:47 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4383.208496, 339.000000, 10403.900391>)
2:9:47 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4381.989258, 339.000000, 10405.765625>)
2:9:47 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4381.927734, 339.000000, 10405.856445>)
2:9:47 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4381.732910, 338.999969, 10406.154297>)
2:9:47 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4379.803711, 338.999969, 10409.116211>)
2:9:47 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4377.872559, 339.000000, 10412.081055>)
2:9:47 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4377.837402, 339.000000, 10412.132813>)
2:9:47 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4377.751953, 338.999969, 10412.260742>)
2:9:47 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4376.467773, 339.000031, 10414.223633>)
2:9:47 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4375.129395, 339.000031, 10416.270508>)
2:9:47 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4375.091797, 339.000031, 10416.325195>)
2:9:47 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4375.060547, 339.000000, 10416.370117>)
2:9:47 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4372.283691, 338.999969, 10420.661133>)
2:9:47 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4369.604492, 339.000000, 10424.802734>)
2:9:47 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4369.492188, 339.000000, 10425.006836>)
2:9:47 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4369.399902, 339.000031, 10425.171875>)
2:9:47 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4368.578125, 339.000000, 10426.567383>)
2:9:47 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4367.639160, 339.000000, 10428.143555>)
2:9:47 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4364.891113, 339.000000, 10432.392578>)
2:9:47 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4362.396973, 339.000000, 10436.260742>)
2:9:47 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4362.250000, 339.000000, 10436.585938>)
2:9:47 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4362.070801, 339.000000, 10436.981445>)
2:9:47 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4361.585938, 338.999969, 10437.905273>)
2:9:47 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4361.010742, 338.999969, 10438.968750>)
